fund_house,scheme_type,scheme_category,scheme_code,scheme_name,cag,risk
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,108690,IDFC Cash Fund -Regular Plan-Growth,2053.772571186441,52991.98654121562
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,108728,IDFC Bond Fund - Medium Term Plan -Regular Plan- Growth Option,28.72012727272727,12.910665661074377
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund with 10 year constant duration,108753,IDFC GSF -Constant Maturity Plan - Regular Plan- Growth,25.66329545454546,19.743911775888428
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,108756,IDFC-Money Manager Fund - Regular Plan- Growth,26.414552272727278,8.379329180222108
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,108765,IDFC Bond Fund - Income Plan - Regular Plan- Growth Option,41.243475,29.427300590965903
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,108768,IDFC Bond Fund - Short Term Plan - Regular Plan-Growth,34.85253636363637,19.142519087768594
BOI AXA Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,109254,BOI AXA Liquid Fund- Regular Plan- Growth,1934.3591453125,46905.718540875285
BOI AXA Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,109269,BOI AXA Ultra Short Duration Fund- Regular Plan- Growth,2041.7137045454547,67901.41243515088
Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,109353,Canara Robeco Liquid Fund-Regular Plan-Growth,2027.8923274193546,48911.49726638909
Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,109371,Canara Robeco Ultra Short Term Fund - Regular Plan - Growth,2547.1687318181816,70223.28767998079
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,109717,Nippon India Gilt Securities Fund - Institutional Plan-Growth Plan -Growth Option,22.87371818181818,13.078808181942149
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,109720,Nippon India Gilt Securities Fund -Growth Plan - Growth Option,22.675481818181815,12.577841686487604
ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,109740,ICICI Prudential Bond Fund - Growth,23.789852272727277,9.372348310222106
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,111524,IDFC Dynamic Bond Fund -Regular Plan-GROWTH,20.630261363636365,8.08148899827996
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,111525,IDFC GSF - Investment Plan -Regular Plan-GROWTH,20.501649999999998,9.581507810681817
BOI AXA Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,111585,BOI AXA Short Term Income Fund-Regular Plan- Growth,17.5212,2.376188977727273
Mirae Asset Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,111646,Mirae Asset Cash Management Fund - Growth,1775.9351949152542,38996.44523590115
Baroda Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,111704,BARODA LIQUID FUND - Plan A - GROWTH OPTION,1939.7406586206898,49660.86122961484
BOI AXA Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,111712,BOI AXA Conservative Hybrid Fund-Regular Plan-Growth,18.918977272727275,2.8182259258471074
BOI AXA Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,111715,BOI AXA Conservative Hybrid Fund-ECO Plan-Growth,19.200256818181813,3.053740292908058
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,111743,Nippon India Low Duration Fund - Retail Plan - Growth Plan -Bonus Option,1681.3601999999998,35675.21811028819
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,111746,Nippon India Low Duration Fund -Growth Plan -Bonus Option,1358.3532977272725,26334.195520520225
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,111748,Nippon India Low Duration Fund - Retail Plan - Growth Plan - Growth Option,2256.362936363636,64238.18579191048
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,111753,Nippon India Low Duration Fund- Growth Plan - Growth Option,2339.5413227272725,78120.16490136768
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,111803,Aditya Birla Sun Life Medium Term Plan - Growth - Regular Plan,20.61245227272727,3.9407812947675613
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,111848,Aditya Birla Sun Life Dynamic Bond Fund-Discipline Advantage Plan-Growth,20.15253863636364,3.608193846461778
Taurus Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,111915,Taurus Liquid Fund - Regular Plan - SI Growth Option,1743.9352932203387,19362.329994258595
Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,111962,Canara Robeco Dynamic Bond Fund - Regular Plan - Growth,19.117988636363634,5.44652799918905
ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,111987,ICICI Prudential Corporate Bond Fund - Growth,17.44502272727273,5.2056068494834715
Baroda Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,112029,Baroda Treasury Advantage Fund- Plan A- Growth Option,1799.5942795454546,70178.60125449028
Baroda Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,112031,Baroda Treasury Advantage Fund- Regular Plan - Growth Option,1758.853734090909,65622.56338818042
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,112077,UTI MMF - Regular Plan - Growth Option,1868.8132862068965,48861.464540240486
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,112083,UTI - Ultra Short Term Fund - Discontinued - INSTN GROWTH OPTION,1933.3187931818181,46089.476152632
ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,112096,ICICI Prudential All Seasons Bond Fund - Growth,21.03695,9.313652327954545
Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,112120,Invesco India Money Market Fund - Regular - Growth,1813.2184659090906,37180.11266410589
Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,112123,Invesco India Money Market Fund - Growth,1943.2320022727274,52633.77369033566
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,112210,Axis Liquid Fund - Regular Plan - Growth Option,1865.2323656249998,44479.141397211
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,112214,Axis Treasury Advantage Fund - Regular Plan - Growth Option,1901.9881500000001,55665.61670869388
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,112304,Franklin India Income Opportunities Fund - Growth,19.648279545454546,4.868858868899793
ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,112342,ICICI Prudential Banking and PSU Debt Fund - Growth,19.396727272727276,6.5695679388016535
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,112354,Axis Short Term Fund - Regular Plan - Growth Option,18.534127272727275,5.587746913347107
Essel Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,112408,Essel Ultra Short Term Fund - Regular Plan-Growth Option,1845.810677272727,39220.8374662645
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,112410,L&T Triple Ace Bond Fund-Regular Plan-Growth,43.30260227272728,30.956079598403917
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,112423,L&T Ultra Short Term Fund - Regular Plan - Growth,27.74807727272727,11.290121003119834
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,112429,L&T Gilt Fund - Regular Plan - Growth,42.45824090909091,28.34828877105372
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,112457,L&T Liquid Fund -Regular Plan - Growth,2320.9304118644063,69608.34545610308
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,112632,L&T Credit Risk Fund - Regular Plan - Growth,18.93151136363636,3.749250837825413
Essel Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,112636,Essel Liquid Fund-Regular Plan-Growth Option,1859.3292576271185,44265.992693243454
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,112713,Axis Liquid Fund - Retail Plan - Growth Option,1774.341596875,34239.76917003656
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,112717,Axis Treasury Advantage Fund - Retail Plan - Growth Option,1788.3860840909083,45498.496893134965
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,112721,Axis Short Term Fund - Retail Plan - Growth Option,18.32505909090909,5.462625516508265
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,112938,Nippon India Credit Risk Fund  - Growth Plan,22.76556590909091,4.696961219519628
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,112939,Nippon India Credit Risk Fund  - Institutional Growth Plan,23.47614090909091,5.324504816508264
Baroda Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,113036,Baroda Short Term Bond Fund - Plan A - Growth Option,17.999315909090907,5.4787982422469
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,113047,HDFC Short Term Debt Fund - Growth Option,18.844020454545454,6.142511808445247
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,113070,HDFC Corporate Bond Fund - Growth Option,18.95055,6.7403481397727285
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,113077,UTI Dynamic Bond Fund - Regular Plan - Growth Option,18.806872727272726,3.03025799607438
IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,113096,IDBI Liquid Fund-Growth,1804.3340310344831,41158.82233173662
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,113135,Franklin India Low Duration Fund - Growth Plan,19.079720454545456,5.133091373899792
IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,113251,IDBI UST Growth,1780.3103954545454,36961.35253717544
BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,113476,BNP PARIBAS LOW DURATION Fund-Regular Plan-Growth Option,25.021452272727274,9.496520282040292
BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,113526,BNP PARIBAS Flexi Debt Fund-Regular Plan A - Growth Option,19.95911818181818,6.368457186487603
BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,113547,BNP PARIBAS Short Term Fund-Regular Plan-Growth Option,26.066975,9.806505649602274
BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,114099,BNP PARIBAS Corporate Bond Fund - Regular Plan - Growth Option,20.821104545454546,4.564649834524794
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,114216,L&T Money Market Fund - Regular Plan - Growth,16.737045454545452,4.5390935242975194
ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,114239,ICICI Prudential Credit Risk Fund - Growth,18.117147727272727,5.410086413858471
Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,114359,Invesco India Ultra Short Term Fund - Growth,1729.9411363636368,45832.72025349595
IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,115005,IDBI Short Term Bond Fund Growth,16.733745454545456,2.4551282006611572
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,115068,Axis Dynamic Bond Fund - Regular Plan - Growth Option,17.461781818181816,5.5380826064876025
Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,115077,Canara Robeco Short Duration Fund - Regular Plan - Growth,16.072202272727278,3.7446071115857436
ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,115092,ICICI Prudential Ultra Short Term Fund - Growth,17.099436363636364,4.860098140495868
Union Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,115398,Union Liquid Fund - Growth Option,1659.328825,26439.900739832497
Indiabulls Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,115991,Indiabulls Liquid Fund - Growth Option,1641.559733870968,35036.033581788695
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,116153,Franklin India Credit Risk Fund - Growth,17.178297727272724,3.5751873802221072
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,116299,L&T Short Term Bond Fund - Regular Plan - Growth,16.35658181818182,4.1613742651239685
Indiabulls Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,116424,Indiabulls Ultra Short Term Fund - Growth Option,1646.0515568181813,40391.89723212517
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,116471,Axis Gilt Fund - Regular Plan - Growth Option,15.058963636363641,3.91164333731405
PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,116485,PGIM India Dynamic Bond Fund - Growth Option,1621.074331818182,48727.2948563658
Union Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,116555,Union Dynamic Bond Fund - Growth Option,15.002277272727271,2.667818829483471
IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,116583,IDBI Dynamic Bond Fund Growth,14.237993181818181,1.4152759719989672
IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,116811,IDBI Dynamic Bond Fund Growth Direct,14.744602272727274,2.2341876629493806
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,116894,Axis Strategic Bond Fund - Regular Plan - Growth Option,16.378804545454546,4.504669211342976
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,117446,Axis Banking & PSU Debt Fund - Regular Plan - Growth option,1580.773609090909,46039.297319339916
Baroda Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,117631,Baroda Dynamic Bond Fund - Plan A - Growth Option,15.579334090909088,2.2875489013378107
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,117716,Kotak Credit Risk Fund - Growth,18.52911818181818,5.203170526487603
BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,117945,BNP PARIBAS LOW DURATION FUND  GROWTH OPTION,25.556570454545454,8.916306803899793
BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,117951,BNP PARIBAS CORPORATE BOND FUND GROWTH OPTION,18.06380909090909,3.4586825017355367
BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,117953,BNP PARIBAS SHORT TERM FUND  GROWTH OPTION,19.388545454545454,5.241846555661157
BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,117957,BNP Paribas Flexi Debt Fund Growth Option,29.063140909090908,11.82359276196281
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,117981,UTI Credit Risk Fund  - Regular Plan - Growth Option,14.401343181818186,2.8475437315444205
IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,118030,IDBI Gilt Fund Growth,14.188213636363638,1.8838772016322316
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,118053,L&T Flexi Bond Fund - Regular Plan - Growth,18.317563636363637,5.730161440041322
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,118058,L&T Overnight Fund - Regular Plan - Growth,1316.0188762711862,14280.603620784861
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,118078,L&T Banking and PSU Debt Fund - Regular Plan - Growth,15.07463636363636,3.654696089586777
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,118133,L&T Low Duration Fund-Regular Plan - Growth,17.973306818181815,4.696593596998967
Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,118232,Invesco India Banking & PSU Debt Fund - Growth Option,1420.8112181818183,28483.976768458317
Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,118282,Canara Robeco Income Fund-Direct Plan - Growth Option,36.86455681818182,26.33922451790806
Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,118284,Canara Robeco Dynamic Bond Fund - Direct Plan - Growth,19.637038636363638,6.885288613734503
Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,118291,Canara Robeco Savings Fund-Direct Plan - Growth Option,26.860227272727265,11.209264471528927
Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,118299,Canara Robeco Gilt Fund-Direct Plan - Growth option,48.01215681818183,50.04487817381716
Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,118305,Canara Robeco Liquid Fund - Direct Plan-Growth,2032.114693548387,49615.113889697386
Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,118317,Canara Robeco Ultra Short Term Fund - Direct Plan- Growth option,2597.401759090909,88213.56947849922
Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,118320,Canara Robeco Short Duration Fund - Direct Plan - Growth,16.709070454545454,4.923840878899794
IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,118341,IDBI Gilt Fund Growth Direct,14.591940909090907,2.614895614690083
IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,118345,IDBI Liquid Fund Growth Direct,1813.402318965517,42874.599135768774
IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,118349,IDBI Short Term Bond Fund Growth Direct,17.449145454545455,3.6789572288429753
IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,118350,IDBI UST Growth Direct,1829.1422613636364,48169.934151996924
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,118364,IDFC Cash Fund -Direct Plan -Growth,2059.9222169491527,54476.57796593259
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,118371,IDFC Low Duration Fund -Direct Plan-Growth,24.249913636363633,9.73429568299587
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,118384,IDFC Money Manager Fund - Direct Plan-Growth,27.25753636363637,10.67668500913223
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund with 10 year constant duration,118387,IDFC Government Securities Fund - Constant Maturity Plan -Direct Plan-Growth,25.798013636363635,20.413644360723136
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,118394,IDFC Bond Fund - Income Plan - Direct Plan-Growth,42.92147500000001,38.249629087329545
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,118401,IDFC Bond Fund - Medium Term Plan-Direct Plan-Growth,29.740670454545445,16.347973651627072
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,118407,IDFC Bond Fund - Short Term Plan - Direct Plan-Growth,35.979324999999996,23.28925677778409
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,118416,IDFC  Dynamic Bond Fund-Direct Plan-Growth,21.55730909090909,10.58225950446281
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,118464,IDFC  Government Securities Fund-  Investment Plan-Direct Plan-Growth,21.18151590909091,11.621716469065081
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,118495,Franklin India Dynamic Accrual Fund - Direct - Growth,60.997418181818176,69.77643495557852
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,118498,Franklin India Government Securities Fund - Direct - Growth,40.709686363636365,25.398969825268594
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,118506,Franklin India Savings Fund - Direct - Growth,31.808311363636367,16.850497942370865
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,118508,Franklin India Floating Rate Fund - Direct - Growth,26.31229811320755,8.982415585845498
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,118530,Franklin India Low Duration Fund - Direct - Growth,19.376981818181818,5.776555054669423
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,118553,Franklin India Credit Risk Fund - Direct - Growth,17.90000909090909,4.755547103099174
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,118554,Franklin India Income Opportunities Fund - Direct - Growth,20.44994090909091,6.4113706978719
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,118560,Franklin India Ultra Short Bond Fund - Super Institutional Plan - Direct - Growth,23.477615909090904,10.333336881337813
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,118565,Franklin India SHORT TERM INCOME PLAN - Direct - GROWTH,3634.0419250000004,199715.03201517498
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,118569,Franklin India Corporate Debt Fund - Direct - GROWTH,61.966645454545464,77.78918453202482
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,118577,Franklin India Liquid Fund - Super Instittutional - Direct - Growth,2540.9339610169486,87574.18426832509
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,118656,Nippon India Floating Rate Fund  - Direct Plan Growth Plan - Growth Option,27.530068181818173,12.828497459896694
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,118672,Nippon India Gilt Securities Fund - Direct Plan Growth Plan - Growth Option,23.8956,17.210136589545456
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,118679,Nippon India Income Fund - Direct Plan Growth Plan-Bonus Option,16.39198181818182,5.6497950773966945
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,118687,Nippon India Income Fund - Direct Plan Growth Plan - Growth Option,57.33758409090908,69.74996967861055
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,118701,Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option,4141.0975100000005,225871.01521257646
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,118702,Nippon India Low Duration Fund - Direct Plan Growth Plan - Bonus Option,1383.5326045454547,29959.207269334525
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,118709,Nippon India Low Duration Fund - Direct Plan Growth Plan - Growth Option,2381.7103727272724,88786.4587813338
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,118715,Nippon India Money Market Fund - Direct Plan Growth Plan - Bonus Option,1492.6193574074077,32800.14627184689
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,118719,Nippon India Money Market Fund - Direct Plan Growth Plan - Growth Option,2538.3741555555557,94862.24544028842
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,118747,Nippon India Dynamic Bond Fund - Direct Plan Growth Plan - Growth Option,23.608611363636363,9.725037709189051
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,118780,Nippon India Credit Risk Fund - Direct Plan - Growth Plan,23.74563181818182,6.437988326714875
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,118796,Nippon India Short Term Fund - Direct Plan Growth Plan - Growth Option,32.95020681818182,18.934576679726238
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,118807,Nippon India Prime Debt Fund - Direct Plan Growth Plan - Bonus,25.899952272727276,11.46233054294938
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,118814,Nippon India Prime Debt Fund - Direct Plan Growth Plan - Growth Option,36.27699772727272,22.486250298858476
Mirae Asset Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,118840,Mirae Asset Savings Fund - Direct Plan - Growth,1524.9358999999997,30979.394995537725
Mirae Asset Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,118859,Mirae Asset Cash Management Fund - Direct Plan - Growth,1792.8855898305085,41234.102705914804
Taurus Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,118893,Taurus Liquid Fund-Direct Plan-SI Growth Option,1749.3133779661018,19953.858926172226
HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,118902,HSBC Cash Fund -  Growth,1679.4964736842107,35945.47746811632
HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,118907,HSBC Cash Fund-Regular-Growth,2523.0910649122807,62076.48827809352
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,118924,DSP Bond Fund - Direct Plan - Growth,54.229143181818195,36.20253192108988
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,118942,HDFC Low Duration Fund-Direct Plan-Growth,37.09215454545455,22.892787574752074
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,118961,HDFC Floating Rate Debt Fund - Direct Plan - Growth Option,29.712788636363634,14.71522704418905
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,118987,HDFC Corporate Bond Fund -Direct Plan - Growth Option,19.0442,6.993399329545454
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,119016,HDFC Short Term Debt Fund - Growth Option - Direct Plan,18.985836363636363,6.493593389586777
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,119069,HDFC Income Fund -Direct Plan - Growth Option,39.304270454545446,21.34626371117252
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,119075,HDFC Dynamic Debt Fund - Growth Option - Direct Plan,58.88500227272728,39.703477526131195
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,119081,HDFC Medium Term Debt Fund-Growth Option-Direct Plan,34.69806590909091,21.634916059519636
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,119082,DSP Credit Risk Fund - Direct Plan - Growth,27.41952954545454,6.390778882990703
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,119091,HDFC Liquid Fund -Direct Plan - Growth Option,3019.8309355932206,1305060.5117558567
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,119092,HDFC Money Market Fund - Direct Plan - Growth Option,3131.741196226415,1596055.669392311
Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,119097,Tata Dynamic Bond Fund- Direct Plan-Growth,27.261838636363635,12.257642881461777
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,119099,DSP Government Securities Fund - Direct Plan - Growth,56.171477272727266,76.89700522630166
DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,119106,DSP Savings Fund - Direct Plan - Growth,34.01878863636364,15.45782822600723
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2337.703515254237,766098.0638036918
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,119116,HDFC Gilt Fund - Growth Option - Direct Plan,35.178506818181816,21.484160938362606
