fund_house,scheme_type,scheme_category,scheme_code,scheme_name,cag,risk
UTI Mutual Fund,Close Ended Schemes,Growth,131018,UTI Focussed Equity Fund Series - 1 (2195 Days) - Regular Plan - Growth Option,12.234144186046512,2.3790039722336402
UTI Mutual Fund,Close Ended Schemes,Growth,131019,UTI Focussed Equity Fund Series - 1 (2195 Days) - Direct Plan - Growth Option,12.824906976744183,3.1876271201838837
IDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,131355,IDFC DEF_Direct Plan_Growth,12.597240909090909,2.4576355692355367
IDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,131357,IDFC DEF_Regular Plan_Growth,12.069645454545453,1.5671085106611573
Kotak Mahindra Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,131372,Kotak Equity Savings Fund - Regular - Growth,12.698297727272728,2.195866351131198
Kotak Mahindra Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,131373,Kotak Equity Savings Fund - Direct - Growth,12.987388636363637,2.774240455552686
DSP Mutual Fund,Close Ended Schemes,Growth,131482,DSP 3 Years Close Ended Equity Fund - Regular Plan - Growth (Maturity Date 4-Jan-2021),13.277522727272725,4.661632704028926
DSP Mutual Fund,Close Ended Schemes,Growth,131484,DSP 3 Years Close Ended Equity Fund - Direct Plan - Growth (Maturity Date 4-Jan-2021),13.46443181818182,5.181407018078513
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,131666,Aditya Birla Sun Life Balanced Advantage Fund - Regular Plan - Growth Option,46.461136363636356,42.81741916322314
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,131670,Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option,48.45068181818181,55.72686998966944
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,131864,Aditya Birla Sun Life Asset Allocator Multi Manager FoF Scheme - Regular Plan - Growth Option,25.759945454545456,11.256351937479339
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,131865,Aditya Birla Sun Life Asset Allocator Multi Manager FoF Scheme - Direct Plan - Growth Option,12.90672954545455,2.923476266172521
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,131896,Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme - Regular Plan - Growth Option,22.95326590909091,7.543401963610536
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,131898,Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme - Direct Plan - Growth Option,23.479038636363637,9.056738738734504
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,132005,Aditya Birla Sun Life Global Real Estate Fund - Retail Plan - Regular Plan - Growth Option,18.03771818181818,1.475818950578512
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,132009,Aditya Birla Sun Life Global Real Estate Fund - Retail Plan - Direct Plan - Growth Option,18.44345227272727,1.734741462494834
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,132138,Aditya Birla SUn Life Global Emerging Opportunities Fund - Regular Plan - Growth Option,12.356540909090908,2.2034357805991736
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,132140,Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct plan - Growth Option,12.514,2.3621334913636365
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132174,Aditya Birla Sun Life Financial Planning Fund - Moderate Plan - Regular Plan - Growth Option,17.98365227272727,4.178010087949379
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132178,Aditya Birla Sun life Financial Planning Fund - Conservative Plan - Regular Plan - Growth Option,16.74124318181818,2.980716852908058
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132180,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Regular Plan - Growth Option,19.9491,7.0947881695454535
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132183,Aditya Birla Sun Life Financial Planning Fund - Conservative Plan - Direct Plan - Growth Option,17.175940909090908,3.673305289690083
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132185,Aditya Birla Sun Life Financial Planning Fund - Moderate Plan - Direct Plan - Growth Option,18.426179545454545,5.038047261627065
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132186,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Direct Plan - Growth Option,20.59164090909091,8.81842638696281
Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132987,Franklin India Multi - Asset Solution Fund - Growth Plan,11.341386363636364,1.018796242541322
Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132989,Franklin India Multi - Asset Solution Fund - Growth Plan - Direct,11.886175000000001,1.5557017746022723
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,132995,Aditya Birla Sun Life Equity Savings Fund - Direct Plan - Growth,12.613181818181818,2.337830785123967
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,132998,Aditya Birla Sun Life Equity Savings Fund - Regular Plan - Growth,12.187954545454547,1.6353389979338844
Kotak Mahindra Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,133035,Kotak Equity Hybrid - Growth - Direct,23.294954545454548,11.73630604338843
Kotak Mahindra Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,133036,Kotak Equity Hybrid - Growth,21.954568181818182,7.893377654442149
Indiabulls Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,133181,Indiabulls Arbitrage Fund - Direct Plan - Growth Option,12.399988636363638,1.7986714710072313
Indiabulls Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,133184,Indiabulls Arbitrage Fund - Regular Plan - Growth Option,12.172218181818183,1.4462028696694216
Sundaram Mutual Fund,Close Ended Schemes,ELSS,133322,Sundaram Long Term Tax Advantage Fund Regular Plan Growth,11.801193023255815,2.9371960071606273
Sundaram Mutual Fund,Close Ended Schemes,ELSS,133324,Sundaram Long Term Tax Advantage Fund Direct Plan Growth,11.952746511627907,3.1704659536506217
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133565,Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan - Growth Option,11.511693023255814,2.7479821773931854
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133568,Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option,11.998706976744186,3.483616280648999
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133569,Nippon India Retirement Fund- Income Generation Scheme- Direct Plan- Growth Plan - Growth Option,12.333465116279065,2.5107097064575448
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133572,Nippon India Retirement Fund- Income Generation Scheme-Growth Plan - Growth Option,11.822411627906979,1.6205539284694426
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133628,Nippon India Retirement Fund- Income Generation Scheme- Growth Plan- Bonus Option,11.822439534883722,1.6206645419253654
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133629,Nippon India Retirement Fund- Income Generation Scheme- Direct Plan-Growth Plan- Bonus Option,12.333465116279065,2.5107097064575448
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133630,Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan-Growth Plan- Bonus Option,11.998706976744186,3.483616469951325
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133631,Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan- Bonus Option,11.511693023255814,2.7479821773931854
HSBC Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,133713,HSBC Global Consumer Opportunities Fund - Growth,11.69141463414634,3.3712991402736474
HSBC Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,133714,HSBC Global Consumer Opportunities Fund - Growth Direct,11.946836585365853,4.022956664271267
SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,134109,SBI Dynamic Asset Allocation Fund - Regular Plan - Growth,11.766588372093024,1.9257815433531635
SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,134110,SBI Dynamic Asset Allocation Fund - Direct Plan - Growth,11.995876744186045,2.416417265040562
Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134593,Nippon India Equity Savings Fund- Growth Plan- Growth Option,11.302924390243902,1.2856322886734082
Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134594,Nippon India Equity Savings Fund- Direct Plan- Growth Plan-Growth Option,11.637114634146343,1.553395956371208
Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134595,Nippon India Equity Savings Fund- Direct Plan- Growth Plan- Bonus Option,11.637114634146343,1.553395956371208
Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134602,Nippon India Equity Savings Fund- Growth Plan- Bonus Option,11.302919512195123,1.2856242415704933
SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134643,SBI Equity Savings Fund - Direct Plan - Growth,12.415253658536587,2.049183234193932
SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134644,SBI Equity Savings Fund - Regular Plan - Growth,11.894126829268293,1.2902665390362884
Mirae Asset Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,134813,Mirae Asset Hybrid-Equity Fund -Direct Plan-Growth,13.389999999999999,5.25305441025641
Mirae Asset Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,134815,Mirae Asset Hybrid-Equity Fund -Regular Plan-Growth,12.742692307692305,3.624590366863906
Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,135120,Axis Equity Saver Fund - Direct Plan - Growth,11.981282051282054,1.9876111768573315
Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,135122,Axis Equity Saver Fund - Regular Plan - Growth,11.59897435897436,1.3901630506245894
UTI Mutual Fund,IL&FS Mutual Fund,IDF,135301,UTI Dual Advantage Fixed Term Fund Series II-I (1998 Days) - Regular Plan - Growth Option,11.838097435897435,0.9257823679421434
UTI Mutual Fund,IL&FS Mutual Fund,IDF,135302,UTI Dual Advantage Fixed Term Fund Series II-I (1998 Days) - Direct Plan - Growth Option,12.358623076923076,1.5054762556213017
UTI Mutual Fund,IL&FS Mutual Fund,IDF,135359,UTI Dual Advantage Fixed Term Fund Series II-II (1997 Days) - Direct Plan- Growth Option,12.110115789473685,1.0763356144875342
UTI Mutual Fund,IL&FS Mutual Fund,IDF,135360,UTI Dual Advantage Fixed Term Fund Series II-II (1997 Days) - Regular Plan - Growth Option,11.77875,0.8026799503947367
Sundaram Mutual Fund,Close Ended Schemes,Growth,135490,Sundaram Select Micro Cap Series VIII  Direct Plan Growth,13.001343243243245,5.967018673805696
Sundaram Mutual Fund,Close Ended Schemes,Growth,135492,Sundaram Select Micro Cap Series VIII  Regular Plan Growth,12.75384594594595,5.773857747888969
UTI Mutual Fund,IL&FS Mutual Fund,IDF,135511,UTI Dual Advantage Fixed Term Fund Series II-III (1998 Days) - Regular Plan - Growth Option,12.341370270270271,1.3977122939810085
UTI Mutual Fund,IL&FS Mutual Fund,IDF,135513,UTI Dual Advantage Fixed Term Fund Series II-III (1998 Days) - Direct Plan - Growth Option,12.73095135135135,1.91117837871439
Sundaram Mutual Fund,Close Ended Schemes,Growth,135567,Sundaram Select Micro Cap Series IX-Direct Plan Growth,12.943854054054055,5.953859410051132
Sundaram Mutual Fund,Close Ended Schemes,Growth,135569,Sundaram Select Micro Cap Series IX - Regular Plan - Growth,12.702,5.763241905405406
Sundaram Mutual Fund,Close Ended Schemes,ELSS,135682,SUNDARAM LONG TERM TAX ADVANTAGE SERIES II DIRECT PLAN GROWTH,13.6577,1.9930685430303035
Sundaram Mutual Fund,Close Ended Schemes,ELSS,135684,SUNDARAM LONG TERM TAX ADVANTAGE SERIES II REGULAR PLAN GROWTH,13.49498787878788,1.8223708065197433
Indiabulls Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,135689,Indiabulls Savings Income Fund-Direct Plan-Growth Option,12.750729729729729,2.7427193972242505
Indiabulls Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,135692,Indiabulls Savings Income Fund-Regular Plan-Growth Option,12.3013,1.8680542821621622
Principal Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,135749,Principal Retirement Savings Fund - Progressive Plan - Direct Sub-Plan - Growth,12.499683783783784,2.2279673229802768
Principal Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,135750,Principal Retirement Savings Fund - Progressive Plan - Regular Sub - Plan - Growth,12.306548648648649,2.0018739776333097
Principal Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,135751,Principal Retirement Savings Fund - Conservative Plan - Direct Sub-Plan - Growth,11.770094594594593,0.7538120621329438
Principal Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,135752,Principal Retirement Savings Fund- Conservative Plan - Regular Sub-Plan - Growth,11.642394594594593,0.6332869702410517
Principal Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,135753,Principal Retirement Savings Fund - Moderate Plan - Direct Sub-Plan - Growth,11.984162162162164,1.1798803693791093
Principal Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,135754,Principal Retirement Savings Fund - Moderate Plan - Regular Sub-Plan - Growth,11.792389189189189,0.9765567117750183
Axis Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,135759,Axis Children's Gift Fund - Lock in - Regular Growth,12.021197297297299,1.6979809137764794
Axis Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,135762,Axis Children's Gift Fund - Lock in - Direct Growth,12.50405945945946,2.523920488897005
Axis Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,135764,Axis Children's Gift Fund - No Lock in - Direct Growth,12.589856756756756,2.653401091643535
Axis Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,135766,Axis Children's Gift Fund - No Lock in - Regular Plan - Growth,12.02009189189189,1.6968606850693937
Sundaram Mutual Fund,Close Ended Schemes,Growth,135772,SUNDARAM SELECT MICRO CAP SERIES X - DIRECT PLAN - GROWTH,12.791359459459459,5.963340807275383
Sundaram Mutual Fund,Close Ended Schemes,Growth,135774,SUNDARAM SELECT MICRO CAP SERIES X - REGULAR PLAN - GROWTH,12.577764864864864,5.79195242552228
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,135853,HDFC Nifty 50 ETF - Growth Option,1019.0389189189187,24411.94375558802
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,135854,HDFC Sensex ETF - Growth option,3382.8248648648655,307296.1964844412
UTI Mutual Fund,IL&FS Mutual Fund,IDF,135860,UTI - Dual Advantage Fixed Term Series II-IV (1997 Days) - Regular Plan - Growth Option,12.242694444444444,1.1639199577469135
UTI Mutual Fund,IL&FS Mutual Fund,IDF,135863,UTI - Dual Advantage Fixed Term Series II-IV (1997 Days) - Direct Plan - Growth Option,12.764666666666665,1.8553087238888892
UTI Mutual Fund,Close Ended Schemes,ELSS,135962,UTI Long Term Advantage Fund Series III - Direct Plan - Growth Option,13.292854545454546,2.760009821873278
UTI Mutual Fund,Close Ended Schemes,ELSS,135964,UTI Long Term Advantage Fund Series III - Regular Plan - Growth Option,12.790675757575759,2.3561270285032148
Sundaram Mutual Fund,Close Ended Schemes,Growth,136086,Sundaram Value Fund Series III Regular Plan Growth,14.883762857142857,4.11517872004898
Sundaram Mutual Fund,Close Ended Schemes,Growth,136088,Sundaram Value Fund Series  Direct Plan Growth,15.093222857142857,4.550697458334694
UTI Mutual Fund,IL&FS Mutual Fund,IDF,136122,UTI - Dual Advantage Fixed Term Series II-V (1997 Days) - Regular Plan - Growth Option,11.831157142857142,0.5326670984489794
UTI Mutual Fund,IL&FS Mutual Fund,IDF,136124,UTI - Dual Advantage Fixed Term Series II-V (1997 Days) - Direct Plan - Growth Option,12.299085714285715,0.8663546743673466
Sundaram Mutual Fund,IL&FS Mutual Fund,IDF,136332,SUNDARAM CAPITAL PROTECTION ORIENTED FUND - 5 YEARS - SERIES 7 - DIRECT PLAN - GROWTH,12.095661764705882,1.1187841758910035
Sundaram Mutual Fund,IL&FS Mutual Fund,IDF,136334,SUNDARAM CAPITAL PROTECTION ORIENTED FUND - 5 YEARS - SERIES 7 - REGULAR PLAN - GROWTH OPTION,11.985361764705882,0.9955060500086503
UTI Mutual Fund,IL&FS Mutual Fund,IDF,136419,UTI - Dual Advantage Fixed Term Series III-I (1998 Days) - Direct Plan - Growth Option,12.427852941176472,0.9220426060207612
UTI Mutual Fund,IL&FS Mutual Fund,IDF,136420,UTI - Dual Advantage Fixed Term Series III-I (1998 Days) - Regular Plan - Growth Option,11.959982352941175,0.5572296632179929
DSP Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,136563,DSP Equity Savings Fund - Regular Plan - Growth,11.970575757575757,0.5586518200183654
DSP Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,136567,DSP Equity Savings Fund - Direct Plan - Growth,12.369333333333332,0.9009681010101012
PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,138372,PGIM India Equity Savings Fund - Growth Option,29.75310588235294,4.449436109965397
PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,138376,PGIM India Equity Savings Fund - Direct Plan - Growth,31.47167941176471,7.086239201046715
PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,138382,PGIM India Hybrid Equity Fund - Growth Option,63.71794117647058,22.658575173010387
PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,138386,PGIM India Hybrid Equity Fund - Direct Plan - Growth,68.09411764705882,33.53653598615917
